id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|S100A12+ Mac-N	CD4+ Tex-N|S100A12+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|S100A12+ Mac-N	CD4+ Tex-Y|S100A12+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|S100A12+ Mac-N	GZMK+ CD8+ Tem1-N|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-N	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	S100A12+ Mac-N|CD4+ Tex-N	S100A12+ Mac-N|CD4+ Tex-Y	S100A12+ Mac-N|GZMK+ CD8+ Tem1-N	S100A12+ Mac-N|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-N|S100A12+ Mac-N	S100A12+ Mac-N|S100A12+ Mac-Y	S100A12+ Mac-N|Treg-N	S100A12+ Mac-N|Treg-Y	S100A12+ Mac-Y|CD4+ Tex-N	S100A12+ Mac-Y|CD4+ Tex-Y	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-N	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-Y|S100A12+ Mac-N	S100A12+ Mac-Y|S100A12+ Mac-Y	S100A12+ Mac-Y|Treg-N	S100A12+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|S100A12+ Mac-N	Treg-N|S100A12+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|S100A12+ Mac-N	Treg-Y|S100A12+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	0.063	0.074	0.055	0.051	0.079	0.098	0.055	0.057	0.088	0.1	0.08	0.077	0.104	0.124	0.08	0.083	0.08	0.091	0.072	0.068	0.096	0.115	0.072	0.074	0.062	0.074	0.054	0.051	0.078	0.097	0.054	0.057	0.021	0.032	0.013	0.009	0.037	0.056	0.013	0.015	0.018	0.03	0.01	0.007	0.034	0.053	0.01	0.013	0.07	0.082	0.062	0.059	0.086	0.106	0.062	0.065	0.082	0.093	0.073	0.07	0.097	0.117	0.074	0.076
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	0.063	0.068	0.0	0.056	0.051	0.052	0.072	0.098	0.088	0.094	0.0	0.081	0.077	0.078	0.097	0.124	0.08	0.086	0.0	0.073	0.068	0.069	0.089	0.115	0.062	0.068	0.0	0.055	0.051	0.051	0.071	0.097	0.021	0.026	0.0	0.014	0.009	0.01	0.03	0.056	0.018	0.024	0.0	0.011	0.007	0.007	0.027	0.053	0.07	0.076	0.0	0.064	0.059	0.06	0.08	0.106	0.082	0.087	0.0	0.075	0.07	0.071	0.091	0.117
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.686	0.697	0.694	0.747	0.807	0.871	0.695	0.721	0.72	0.731	0.728	0.781	0.841	0.905	0.729	0.755	0.812	0.823	0.82	0.873	0.933	0.997	0.821	0.847	0.664	0.675	0.672	0.725	0.785	0.849	0.673	0.699	1.28	1.292	1.289	1.341	1.401	1.466	1.289	1.315	1.136	1.147	1.144	1.197	1.257	1.321	1.145	1.171	0.61	0.622	0.619	0.671	0.731	0.796	0.619	0.646	0.481	0.492	0.489	0.542	0.602	0.666	0.49	0.516
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	TGFB3		True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.028	0.025	0.078	0.138	0.202	0.026	0.052	0.022	0.033	0.03	0.083	0.143	0.207	0.031	0.057	0.017	0.028	0.025	0.077	0.138	0.202	0.026	0.052	0.014	0.026	0.023	0.075	0.135	0.2	0.023	0.05	0.014	0.026	0.023	0.075	0.135	0.2	0.023	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	curated	False	0.708	0.701	0.683	0.685	0.732	0.756	0.723	0.705	0.741	0.735	0.717	0.719	0.766	0.79	0.757	0.739	0.834	0.827	0.809	0.811	0.859	0.883	0.849	0.831	0.686	0.679	0.661	0.663	0.71	0.734	0.701	0.683	1.302	1.295	1.278	1.28	1.327	1.351	1.318	1.299	1.157	1.151	1.133	1.135	1.182	1.206	1.173	1.155	0.632	0.625	0.608	0.61	0.657	0.681	0.648	0.629	0.503	0.496	0.478	0.481	0.528	0.552	0.519	0.5
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.032	0.014	0.016	0.063	0.087	0.054	0.036	0.044	0.037	0.019	0.021	0.068	0.093	0.059	0.041	0.038	0.032	0.014	0.016	0.063	0.087	0.054	0.035	0.036	0.03	0.012	0.014	0.061	0.085	0.052	0.033	0.036	0.029	0.012	0.014	0.061	0.085	0.052	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	guidetopharmacology.org	False	0.03	0.036	0.03	0.031	0.032	0.032	0.033	0.03	0.04	0.045	0.04	0.041	0.042	0.041	0.043	0.04	0.008	0.014	0.008	0.009	0.011	0.01	0.011	0.008	0.025	0.031	0.025	0.026	0.027	0.027	0.028	0.025	0.031	0.036	0.031	0.032	0.033	0.032	0.034	0.031	0.029	0.035	0.029	0.03	0.032	0.031	0.032	0.029	0.037	0.043	0.037	0.038	0.039	0.039	0.04	0.037	0.027	0.033	0.027	0.028	0.029	0.029	0.03	0.027
CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	SCGB3A1	MARCO	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.073	0.009	0.093	0.352	1.662	0.023	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.073	0.009	0.093	0.352	1.662	0.023	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	CXCR6	CXCL16	True	True	True	guidetopharmacology.org	False	0.549	0.552	0.547	0.548	1.374	1.489	0.533	0.56	0.753	0.756	0.75	0.752	1.578	1.692	0.737	0.764	0.533	0.536	0.53	0.532	1.358	1.472	0.517	0.544	0.671	0.675	0.669	0.671	1.496	1.611	0.655	0.682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.027	0.021	0.023	0.848	0.963	0.007	0.034	0.499	0.502	0.497	0.498	1.324	1.439	0.483	0.51	0.364	0.367	0.362	0.363	1.189	1.304	0.348	0.375
CPI-SS0DA291AD9	GPR75_CCL5	simple:O95800	simple:P13501	GPR75	CCL5	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301	0.725	13.186	16.261	0.018	0.041	0.057	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.726	13.186	16.261	0.019	0.042	0.058	0.251	0.302	0.726	13.187	16.262	0.019	0.042	0.058	0.251	0.301	0.725	13.186	16.261	0.019	0.041	0.058	0.251	0.306	0.73	13.191	16.266	0.024	0.046	0.062	0.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09AFCF898	CCR2_CCL8	simple:P41597	simple:P80075	CCR2	CCL8	True	True	False	curated	False	0.0	0.025	0.0	0.023	0.03	0.036	0.0	0.027	0.0	0.061	0.0	0.06	0.067	0.073	0.0	0.064	0.0	0.014	0.0	0.012	0.019	0.025	0.0	0.016	0.0	0.024	0.0	0.023	0.029	0.036	0.0	0.027	0.0	0.264	0.0	0.263	0.269	0.276	0.0	0.267	0.0	0.319	0.0	0.318	0.324	0.33	0.0	0.322	0.0	0.014	0.0	0.013	0.019	0.026	0.0	0.017	0.0	0.016	0.0	0.015	0.021	0.028	0.0	0.019
CPI-SS0F8C2FA91	CCR1_CCL8	simple:P32246	simple:P80075	CCR1	CCL8	True	True	False	curated	False	0.0	0.035	0.0	0.034	0.041	0.047	0.0	0.038	0.0	0.05	0.0	0.049	0.055	0.062	0.0	0.053	0.0	0.019	0.0	0.018	0.024	0.031	0.0	0.022	0.0	0.054	0.0	0.052	0.059	0.065	0.0	0.056	0.0	1.869	0.0	1.868	1.875	1.881	0.0	1.872	0.0	1.865	0.0	1.864	1.87	1.877	0.0	1.868	0.0	0.031	0.0	0.03	0.036	0.043	0.0	0.034	0.0	0.038	0.0	0.037	0.043	0.05	0.0	0.041
CPI-SS0E7EDE823	CCR3_CCL8	simple:P51677	simple:P80075	CCR3	CCL8	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.004	0.01	0.016	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.008	0.015	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.008	0.014	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.015	0.021	0.028	0.0	0.019
CPI-SS0DFAF1FE2	CCR5_CCL8	simple:P51681	simple:P80075	CCR5	CCL8	True	True	False	curated	False	0.0	0.104	0.0	0.103	0.109	0.115	0.0	0.107	0.0	0.147	0.0	0.146	0.152	0.158	0.0	0.15	0.0	0.193	0.0	0.192	0.198	0.205	0.0	0.196	0.0	0.296	0.0	0.295	0.302	0.308	0.0	0.299	0.0	0.121	0.0	0.12	0.126	0.132	0.0	0.124	0.0	0.258	0.0	0.256	0.263	0.269	0.0	0.26	0.0	0.077	0.0	0.075	0.082	0.088	0.0	0.079	0.0	0.111	0.0	0.11	0.117	0.123	0.0	0.114
CPI-SS008EB600F	CCR2_CCL7	simple:P41597	simple:P80098	CCR2	CCL7	True	True	False	curated	False	0.025	0.03	0.033	0.024	0.801	0.697	0.0	0.025	0.061	0.067	0.07	0.061	0.838	0.734	0.0	0.061	0.014	0.02	0.022	0.013	0.79	0.686	0.0	0.014	0.024	0.03	0.033	0.023	0.801	0.696	0.0	0.024	0.264	0.27	0.273	0.263	1.041	0.936	0.0	0.264	0.319	0.325	0.327	0.318	1.095	0.991	0.0	0.319	0.014	0.02	0.022	0.013	0.791	0.686	0.0	0.014	0.016	0.022	0.025	0.015	0.793	0.688	0.0	0.016
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	0.036	0.041	0.044	0.035	0.812	0.708	0.0	0.036	0.05	0.056	0.059	0.049	0.827	0.722	0.0	0.05	0.019	0.025	0.028	0.018	0.796	0.691	0.0	0.019	0.054	0.059	0.062	0.053	0.83	0.726	0.0	0.054	1.869	1.875	1.878	1.869	2.646	2.542	0.0	1.869	1.865	1.871	1.874	1.865	2.642	2.537	0.0	1.865	0.031	0.037	0.039	0.03	0.808	0.703	0.0	0.031	0.038	0.044	0.046	0.037	0.815	0.71	0.0	0.038
CPI-SS0CBA3DA0D	CCR3_CCL7	simple:P51677	simple:P80098	CCR3	CCL7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.011	0.013	0.004	0.782	0.677	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.012	0.002	0.78	0.675	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.011	0.002	0.78	0.675	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.022	0.025	0.015	0.793	0.688	0.0	0.016
CPI-SS0B186A32C	CCR5_CCL7	simple:P51681	simple:P80098	CCR5	CCL7	True	True	False	curated	False	0.104	0.11	0.112	0.103	0.88	0.776	0.0	0.104	0.147	0.153	0.155	0.146	0.923	0.819	0.0	0.147	0.193	0.199	0.202	0.193	0.97	0.866	0.0	0.193	0.296	0.302	0.305	0.296	1.073	0.969	0.0	0.296	0.121	0.127	0.129	0.12	0.898	0.793	0.0	0.121	0.258	0.263	0.266	0.257	1.034	0.93	0.0	0.258	0.077	0.082	0.085	0.076	0.853	0.749	0.0	0.077	0.111	0.117	0.12	0.111	0.888	0.784	0.0	0.111
CPI-SS0638E0E29	CCR10_CCL7	simple:P46092	simple:P80098	CCR10	CCL7	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.012	0.002	0.78	0.675	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.011	0.002	0.78	0.675	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01	0.012	0.003	0.781	0.676	0.0	0.004	0.008	0.014	0.017	0.008	0.785	0.681	0.0	0.008	0.011	0.017	0.019	0.01	0.788	0.683	0.0	0.011
CPI-SS0C98C08DA	CCR2_CCL13	simple:P41597	simple:Q99616	CCR2	CCL13	True	True	False	curated	False	0.0	0.024	0.0	0.027	0.023	0.027	0.028	0.0	0.0	0.061	0.0	0.064	0.06	0.063	0.064	0.0	0.0	0.013	0.0	0.016	0.012	0.016	0.017	0.0	0.0	0.024	0.0	0.027	0.023	0.026	0.027	0.0	0.0	0.264	0.0	0.267	0.263	0.266	0.267	0.0	0.0	0.318	0.0	0.321	0.318	0.321	0.322	0.0	0.0	0.013	0.0	0.017	0.013	0.016	0.017	0.0	0.0	0.016	0.0	0.019	0.015	0.018	0.019	0.0
CPI-SS0B887F7AC	CCR1_CCL13	simple:P32246	simple:Q99616	CCR1	CCL13	True	True	False	guidetopharmacology.org	False	0.0	0.035	0.0	0.038	0.034	0.038	0.038	0.0	0.0	0.05	0.0	0.053	0.049	0.052	0.053	0.0	0.0	0.019	0.0	0.022	0.018	0.021	0.022	0.0	0.0	0.053	0.0	0.056	0.052	0.056	0.057	0.0	0.0	1.869	0.0	1.872	1.868	1.872	1.872	0.0	0.0	1.865	0.0	1.868	1.864	1.867	1.868	0.0	0.0	0.031	0.0	0.034	0.03	0.033	0.034	0.0	0.0	0.037	0.0	0.041	0.037	0.04	0.041	0.0
CPI-SS0EDD062F7	CCR3_CCL13	simple:P51677	simple:Q99616	CCR3	CCL13	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.007	0.004	0.007	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.006	0.002	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.002	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.019	0.015	0.018	0.019	0.0
CPI-SS05B92CCC4	CCR3_CCL28	simple:P51677	simple:Q9NRJ3	CCR3	CCL28	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.017	0.021	0.034	0.003	0.008	0.013	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.02	0.033	0.001	0.006	0.012	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.02	0.032	0.001	0.006	0.012	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.028	0.033	0.046	0.014	0.019	0.025	0.052
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	CCR10	CCL28	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.02	0.033	0.001	0.006	0.012	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.02	0.032	0.001	0.006	0.012	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.016	0.021	0.033	0.002	0.007	0.013	0.039	0.019	0.02	0.025	0.038	0.006	0.011	0.017	0.044	0.022	0.023	0.027	0.04	0.009	0.014	0.02	0.046
CPI-SS0B2979A10	CCR10_CCL27	simple:P46092	simple:Q9Y4X3	CCR10	CCL27	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0
CPI-SS092C1B321	CCR2_CCL26	simple:P41597	simple:Q9Y258	CCR2	CCL26	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.023	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.262	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.317	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.0	0.0
CPI-SS04EE957D8	CCR1_CCL26	simple:P32246	simple:Q9Y258	CCR1	CCL26	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.034	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.052	0.0	0.0	0.0	0.0	0.0	0.0	1.867	1.868	0.0	0.0	0.0	0.0	0.0	0.0	1.863	1.864	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.037	0.0	0.0
CPI-SS0815A0EE0	CCR3_CCL26	simple:P51677	simple:Q9Y258	CCR3	CCL26	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.0	0.0
CPI-SS09199F78C	CCR1_CCL23	simple:P32246	simple:P55773	CCR1	CCL23	True	True	False	curated	False	0.038	0.051	0.047	0.056	0.0	0.036	0.0	0.036	0.053	0.066	0.061	0.071	0.0	0.051	0.0	0.05	0.022	0.035	0.03	0.04	0.0	0.02	0.0	0.019	0.056	0.07	0.065	0.074	0.0	0.054	0.0	0.054	1.872	1.885	1.881	1.89	0.0	1.87	0.0	1.869	1.868	1.881	1.876	1.886	0.0	1.866	0.0	1.865	0.034	0.047	0.042	0.052	0.0	0.032	0.0	0.031	0.041	0.054	0.049	0.059	0.0	0.039	0.0	0.038
CPI-SS0D57FCA8C	IDE_CCL23	simple:P14735	simple:P55773	IDE	CCL23	True	True	False	InnateDB-All	False	0.038	0.051	0.047	0.056	0.0	0.036	0.0	0.036	0.044	0.058	0.053	0.062	0.0	0.043	0.0	0.042	0.033	0.046	0.041	0.051	0.0	0.031	0.0	0.03	0.026	0.04	0.035	0.044	0.0	0.025	0.0	0.024	0.037	0.05	0.045	0.055	0.0	0.035	0.0	0.034	0.049	0.062	0.057	0.067	0.0	0.047	0.0	0.046	0.04	0.053	0.048	0.058	0.0	0.038	0.0	0.037	0.041	0.054	0.049	0.059	0.0	0.039	0.0	0.038
CPI-SS041751A4D	CCR1_CCL18	simple:P32246	simple:P55774	CCR1	CCL18	True	True	False	guidetopharmacology.org	False	0.036	0.057	0.038	0.049	0.042	0.073	0.0	0.046	0.05	0.072	0.053	0.064	0.057	0.088	0.0	0.061	0.019	0.041	0.022	0.033	0.026	0.057	0.0	0.03	0.054	0.075	0.056	0.067	0.06	0.091	0.0	0.064	1.869	1.891	1.872	1.883	1.876	1.907	0.0	1.88	1.865	1.887	1.868	1.879	1.872	1.903	0.0	1.876	0.031	0.053	0.034	0.045	0.038	0.069	0.0	0.042	0.038	0.06	0.041	0.052	0.045	0.076	0.0	0.049
CPI-SS03188FD02	CCR8_CCL18	simple:P51685	simple:P55774	CCR8	CCL18	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.025	0.006	0.017	0.01	0.041	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.035	0.016	0.027	0.02	0.051	0.0	0.024
CPI-SS0C84DF380	CCR1_CCL15	simple:P32246	simple:Q16663	CCR1	CCL15	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0
CPI-SS006C89002	CCR3_CCL15	simple:P51677	simple:Q16663	CCR3	CCL15	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.153	0.049	0.067	0.499	0.529	1.354	1.089	0.172	0.154	0.05	0.068	0.499	0.529	1.355	1.09	0.171	0.153	0.049	0.067	0.498	0.528	1.354	1.089	0.171	0.152	0.048	0.067	0.498	0.528	1.354	1.088	0.17	0.152	0.048	0.066	0.497	0.528	1.353	1.088	0.175	0.157	0.053	0.071	0.502	0.532	1.358	1.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.782	2.917	1.011	1.029	1.729	1.614	1.642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.782	2.917	1.011	1.029	1.729	1.614	1.642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	OXT	OXTR	True	False	True	I2D	False	0.0	0.003	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.004	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.006	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
