id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|SPP1+ Mac-N	CD4+ Tex-N|SPP1+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|SPP1+ Mac-N	CD4+ Tex-Y|SPP1+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|SPP1+ Mac-N	GZMK+ CD8+ Tem1-N|SPP1+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|SPP1+ Mac-N	GZMK+ CD8+ Tem1-Y|SPP1+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	SPP1+ Mac-N|CD4+ Tex-N	SPP1+ Mac-N|CD4+ Tex-Y	SPP1+ Mac-N|GZMK+ CD8+ Tem1-N	SPP1+ Mac-N|GZMK+ CD8+ Tem1-Y	SPP1+ Mac-N|SPP1+ Mac-N	SPP1+ Mac-N|SPP1+ Mac-Y	SPP1+ Mac-N|Treg-N	SPP1+ Mac-N|Treg-Y	SPP1+ Mac-Y|CD4+ Tex-N	SPP1+ Mac-Y|CD4+ Tex-Y	SPP1+ Mac-Y|GZMK+ CD8+ Tem1-N	SPP1+ Mac-Y|GZMK+ CD8+ Tem1-Y	SPP1+ Mac-Y|SPP1+ Mac-N	SPP1+ Mac-Y|SPP1+ Mac-Y	SPP1+ Mac-Y|Treg-N	SPP1+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|SPP1+ Mac-N	Treg-N|SPP1+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|SPP1+ Mac-N	Treg-Y|SPP1+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	0.044	0.048	0.0	0.047	0.066	0.08	0.047	0.052	0.032	0.036	0.0	0.035	0.054	0.067	0.034	0.04	0.025	0.029	0.0	0.028	0.048	0.061	0.028	0.033	0.029	0.033	0.0	0.032	0.052	0.065	0.032	0.037	0.013	0.018	0.0	0.017	0.036	0.049	0.016	0.022	0.024	0.028	0.0	0.027	0.047	0.06	0.027	0.032	0.054	0.058	0.0	0.057	0.077	0.09	0.057	0.062	0.046	0.05	0.0	0.049	0.069	0.082	0.049	0.054
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.006	0.026	0.039	0.006	0.011	0.013	0.018	0.0	0.017	0.036	0.049	0.016	0.022	0.047	0.051	0.0	0.05	0.069	0.082	0.049	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.005	0.01	0.0	0.008	0.028	0.041	0.008	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.008	0.0	0.007	0.027	0.04	0.007	0.012	0.011	0.015	0.0	0.014	0.034	0.047	0.014	0.019	0.011	0.015	0.0	0.014	0.033	0.046	0.013	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.006	0.026	0.039	0.006	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.013	0.0	0.012	0.032	0.045	0.012	0.017	0.004	0.008	0.0	0.007	0.026	0.04	0.007	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.015	0.0	0.014	0.034	0.047	0.014	0.019
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.036	0.04	0.0	0.039	0.058	0.071	0.038	0.044	0.018	0.022	0.0	0.021	0.041	0.054	0.021	0.026	0.083	0.087	0.0	0.086	0.106	0.119	0.086	0.091	0.065	0.069	0.0	0.068	0.088	0.101	0.068	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.006	0.026	0.039	0.006	0.011	0.02	0.024	0.0	0.023	0.043	0.056	0.023	0.028	0.011	0.015	0.0	0.014	0.034	0.047	0.014	0.019
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.036	0.023	0.002	0.004	0.0	0.006	0.013	0.02	0.047	0.034	0.013	0.015	0.0	0.016	0.047	0.053	0.08	0.067	0.046	0.048	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.012	0.039	0.026	0.005	0.007	0.0	0.008	0.036	0.043	0.069	0.056	0.035	0.037	0.0	0.039	0.058	0.065	0.091	0.078	0.057	0.059	0.0	0.061	0.003	0.01	0.036	0.024	0.003	0.004	0.0	0.006	0.004	0.01	0.037	0.024	0.003	0.005	0.0	0.006	0.014	0.021	0.047	0.034	0.013	0.015	0.0	0.017	0.008	0.015	0.041	0.028	0.007	0.009	0.0	0.011
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01	0.037	0.024	0.003	0.005	0.0	0.006	0.003	0.01	0.037	0.024	0.003	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.005	0.0	0.0	0.004	0.011	0.011	0.0	0.0	0.01	0.0	0.0	0.008	0.015	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.009	0.008	0.0	0.0	0.004	0.0	0.0	0.003	0.01	0.009	0.0	0.0	0.003	0.0	0.0	0.002	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.007	0.014	0.013	0.0	0.0
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.009	0.004	0.0	0.011	0.0	0.0	0.0	0.0	0.013	0.008	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.009	0.0	0.0	0.0	0.0	0.007	0.002	0.0	0.009	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0	0.014
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.009	0.008	0.005	0.005	0.007	0.0	0.005	0.039	0.04	0.039	0.036	0.036	0.038	0.0	0.036	0.061	0.062	0.061	0.058	0.058	0.06	0.0	0.058	0.006	0.007	0.006	0.003	0.003	0.005	0.0	0.003	0.006	0.007	0.006	0.004	0.003	0.005	0.0	0.004	0.017	0.018	0.017	0.014	0.014	0.016	0.0	0.014	0.011	0.012	0.011	0.008	0.008	0.01	0.0	0.008
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.007	0.006	0.003	0.003	0.005	0.0	0.004	0.006	0.007	0.006	0.003	0.003	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.018	0.022	0.015	0.016	0.019	0.008	0.016	0.047	0.048	0.052	0.045	0.046	0.05	0.039	0.047	0.069	0.07	0.075	0.067	0.068	0.072	0.061	0.069	0.014	0.016	0.02	0.013	0.014	0.017	0.006	0.014	0.015	0.016	0.02	0.013	0.014	0.018	0.007	0.014	0.025	0.026	0.031	0.023	0.024	0.028	0.017	0.025	0.019	0.02	0.025	0.017	0.018	0.022	0.011	0.019
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.016	0.02	0.013	0.014	0.017	0.007	0.014	0.014	0.016	0.02	0.013	0.014	0.017	0.006	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	VGF	NTRK1	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.018	0.0	0.002	0.0	0.002	0.019	0.01	0.011	0.018	0.0	0.003	0.0	0.003	0.02	0.011	0.012	0.019	0.0	0.004	0.0	0.004	0.021	0.012	0.008	0.016	0.0	0.001	0.0	0.0	0.017	0.008	0.009	0.016	0.0	0.001	0.0	0.001	0.018	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.016	0.0	0.0	0.0	0.0	0.017	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	TTR	NGFR	True	False	True	IMEx,InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	TTR	DDR1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.004	0.004	0.008	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06006F870	TTR_AGER	simple:P02766	simple:Q15109	TTR	AGER	True	False	True	I2D,IMEx,InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.036	0.011	0.017	0.019	0.019	0.017	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.538	0.141	0.28	8.398	9.456	0.279	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.537	0.141	0.28	8.398	9.455	0.279	0.353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	GRIN2D	IL16	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.156	0.158	0.312	0.048	0.057	0.168	0.128	0.084	0.158	0.16	0.314	0.05	0.059	0.17	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS070B0E458	GRIN2A_IL16	simple:Q12879	simple:Q14005	GRIN2A	IL16	True	True	False	I2D	False	0.082	0.155	0.157	0.312	0.048	0.057	0.168	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.153	0.155	0.309	0.045	0.055	0.165	0.125	0.08	0.153	0.155	0.31	0.046	0.055	0.165	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.153	0.155	0.309	0.045	0.055	0.165	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.09	0.094	0.087	0.094	0.735	0.89	0.0	0.096	0.144	0.147	0.141	0.147	0.788	0.944	0.0	0.149	0.03	0.034	0.028	0.034	0.675	0.83	0.0	0.036	0.069	0.072	0.066	0.072	0.713	0.869	0.0	0.074	0.514	0.518	0.511	0.518	1.159	1.314	0.0	0.52	0.166	0.17	0.164	0.17	0.811	0.966	0.0	0.172	0.076	0.08	0.074	0.08	0.721	0.876	0.0	0.082	0.169	0.172	0.166	0.172	0.813	0.968	0.0	0.174
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	CSF1	CELSR3	True	False	True	I2D	False	0.085	0.085	0.09	0.084	0.083	0.084	0.088	0.0	0.138	0.138	0.144	0.137	0.137	0.137	0.141	0.0	0.025	0.025	0.03	0.024	0.024	0.024	0.028	0.0	0.063	0.063	0.069	0.062	0.062	0.062	0.066	0.0	0.509	0.509	0.514	0.508	0.507	0.508	0.512	0.0	0.161	0.161	0.166	0.16	0.159	0.16	0.164	0.0	0.071	0.071	0.076	0.07	0.07	0.07	0.074	0.0	0.163	0.163	0.169	0.162	0.162	0.162	0.166	0.0
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.011	0.019	0.0	0.0	0.0	0.0	0.0	0.001	0.008	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.008	0.017	0.0	0.0	0.0	0.0	0.0	0.04	0.047	0.056	0.0	0.0	0.0	0.0	0.0	0.022	0.029	0.038	0.0	0.0
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	0.0	0.0	0.0	0.588	0.595	0.604	0.0	0.0	0.0	0.0	0.0	0.938	0.945	0.953	0.0	0.0	0.0	0.0	0.0	0.429	0.436	0.444	0.0	0.0	0.0	0.0	0.0	0.662	0.669	0.678	0.0	0.0	0.0	0.0	0.0	0.064	0.071	0.08	0.0	0.0	0.0	0.0	0.0	0.042	0.049	0.058	0.0	0.0	0.0	0.0	0.0	0.58	0.587	0.596	0.0	0.0	0.0	0.0	0.0	0.748	0.755	0.764	0.0	0.0
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.021	0.035	0.014	0.002	0.004	0.013	0.013	0.03	0.022	0.036	0.015	0.003	0.005	0.014	0.014	0.028	0.02	0.034	0.012	0.001	0.002	0.012	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS043E0F61D	PTGER3_GHRL	simple:P43115	simple:Q9UBU3	PTGER3	GHRL	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.02	0.034	0.012	0.001	0.002	0.012	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.019	0.033	0.012	0.001	0.002	0.012	0.011	0.028	0.019	0.033	0.012	0.0	0.002	0.012	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05D406038	PTGIR_GHRL	simple:P43119	simple:Q9UBU3	PTGIR	GHRL	True	True	False	InnateDB-All	False	0.03	0.022	0.036	0.014	0.003	0.005	0.014	0.014	0.039	0.031	0.045	0.023	0.012	0.014	0.023	0.023	0.03	0.022	0.036	0.014	0.003	0.005	0.014	0.014	0.03	0.022	0.036	0.014	0.003	0.004	0.014	0.013	0.088	0.08	0.094	0.072	0.061	0.062	0.072	0.071	0.132	0.124	0.138	0.116	0.105	0.106	0.116	0.115	0.078	0.07	0.084	0.063	0.051	0.053	0.062	0.062	0.209	0.201	0.215	0.194	0.182	0.184	0.193	0.193
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	I2D	False	0.754	0.71	0.186	0.153	0.126	0.127	0.538	0.577	0.845	0.8	0.277	0.243	0.217	0.217	0.628	0.667	0.714	0.67	0.146	0.113	0.086	0.086	0.498	0.537	0.783	0.739	0.215	0.182	0.155	0.155	0.567	0.606	0.671	0.627	0.103	0.07	0.043	0.043	0.455	0.494	0.726	0.682	0.159	0.125	0.098	0.099	0.51	0.549	0.773	0.729	0.206	0.172	0.145	0.146	0.557	0.596	0.816	0.772	0.248	0.215	0.188	0.188	0.6	0.639
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.639	0.594	0.071	0.037	0.011	0.011	0.422	0.461	0.641	0.597	0.074	0.04	0.014	0.014	0.425	0.464	0.637	0.593	0.069	0.036	0.009	0.009	0.42	0.459	0.634	0.59	0.066	0.033	0.006	0.006	0.417	0.457
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	0.15	0.156	0.131	0.13	0.21	0.189	0.134	0.139	0.241	0.247	0.222	0.22	0.3	0.28	0.225	0.23	0.11	0.116	0.091	0.09	0.17	0.149	0.094	0.099	0.179	0.185	0.16	0.158	0.238	0.218	0.163	0.168	0.067	0.073	0.048	0.047	0.127	0.106	0.051	0.056	0.122	0.128	0.103	0.102	0.182	0.161	0.106	0.111	0.169	0.175	0.15	0.149	0.229	0.208	0.153	0.158	0.212	0.218	0.193	0.191	0.271	0.251	0.196	0.201
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	0.057	0.087	0.0	0.01	0.177	0.348	0.014	0.027	0.072	0.101	0.0	0.025	0.192	0.363	0.029	0.042	0.057	0.087	0.0	0.01	0.177	0.348	0.014	0.027	0.053	0.083	0.0	0.006	0.173	0.344	0.01	0.023	0.537	0.566	0.0	0.49	0.657	0.828	0.494	0.507	0.794	0.824	0.0	0.747	0.914	1.085	0.751	0.764	0.061	0.09	0.0	0.013	0.18	0.351	0.017	0.03	0.076	0.106	0.0	0.029	0.196	0.367	0.033	0.046
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.0	0.0	0.0	0.008	0.019	0.052	0.0	0.0	0.0	0.0	0.0	0.023	0.034	0.067	0.0	0.0	0.0	0.0	0.0	0.009	0.019	0.052	0.0	0.0	0.0	0.0	0.0	0.004	0.015	0.048	0.0	0.0	0.0	0.0	0.0	0.488	0.499	0.532	0.0	0.0	0.0	0.0	0.0	0.746	0.756	0.789	0.0	0.0	0.0	0.0	0.0	0.012	0.022	0.055	0.0	0.0	0.0	0.0	0.0	0.027	0.038	0.071	0.0	0.0
